JOBNAME;ExecutableName;BatFile;LogFile;Control-m FOLDER;Control-m APPLICATION;Control-m SUB_APPLICATION
P.JW.GR.EDR.ADX.D.L_DPAY_PMNT_PMNT_MST;;\\AZ0A000010120\WINSCHED\EDW_REPOINT\P.JW.GR.EDR.ADX.D.L_DPAY_PMNT_PMNT_MST\P.JW.GR.EDR.ADX.D.L_DPAY_PMNT_PMNT_MST.bat;\\AZ0A000010120\WINSCHED\EDW_REPOINT\P.JW.GR.EDR.ADX.D.L_DPAY_PMNT_PMNT_MST\OUTPUT.LOG;P.FL.GR.EDR.DLY.BATCH2.PMNT;EDW;EDW.DATABRICKS
P.JW.GR.EDR.ADX.D.L_DPAY_PMNT_PMNT_ORG_DTL;;\\AZ0A000010120\WINSCHED\EDW_REPOINT\P.JW.GR.EDR.ADX.D.L_DPAY_PMNT_PMNT_ORG_DTL\P.JW.GR.EDR.ADX.D.L_DPAY_PMNT_PMNT_ORG_DTL.bat;\\AZ0A000010120\WINSCHED\EDW_REPOINT\P.JW.GR.EDR.ADX.D.L_DPAY_PMNT_PMNT_ORG_DTL\OUTPUT.LOG;P.FL.GR.EDR.DLY.BATCH2.PMNT;EDW;EDW.DATABRICKS
P.JW.GR.EDR.ADX.D.L_GPPRL_PMNT_PMNT_CHARGES;;\\AZ0A000010120\WINSCHED\EDW_REPOINT\P.JW.GR.EDR.ADX.D.L_GPPRL_PMNT_PMNT_CHARGES\P.JW.GR.EDR.ADX.D.L_GPPRL_PMNT_PMNT_CHARGES.bat;\\AZ0A000010120\WINSCHED\EDW_REPOINT\P.JW.GR.EDR.ADX.D.L_GPPRL_PMNT_PMNT_CHARGES\OUTPUT.LOG;P.FL.GR.EDR.DLY.BATCH2.PMNT;EDW;EDW.DATABRICKS
P.JW.GR.EDR.ADX.D.L_GPPRL_PMNT_PMNT_MST;;\\AZ0A000010120\WINSCHED\EDW_REPOINT\P.JW.GR.EDR.ADX.D.L_GPPRL_PMNT_PMNT_MST\P.JW.GR.EDR.ADX.D.L_GPPRL_PMNT_PMNT_MST.bat;\\AZ0A000010120\WINSCHED\EDW_REPOINT\P.JW.GR.EDR.ADX.D.L_GPPRL_PMNT_PMNT_MST\OUTPUT.LOG;P.FL.GR.EDR.DLY.BATCH2.PMNT;EDW;EDW.DATABRICKS
P.JW.GR.EDR.ADX.D.L_PMNTB_PMNT_PMNT_CHARGES;;\\AZ0A000010120\WINSCHED\EDW_REPOINT\P.JW.GR.EDR.ADX.D.L_PMNTB_PMNT_PMNT_CHARGES\P.JW.GR.EDR.ADX.D.L_PMNTB_PMNT_PMNT_CHARGES.bat;\\AZ0A000010120\WINSCHED\EDW_REPOINT\P.JW.GR.EDR.ADX.D.L_PMNTB_PMNT_PMNT_CHARGES\OUTPUT.LOG;P.FL.GR.EDR.DLY.BATCH2.PMNT;EDW;EDW.DATABRICKS
P.JW.GR.EDR.ADX.D.L_PMNTB_PMNT_PMNT_MST;;\\AZ0A000010120\WINSCHED\EDW_REPOINT\P.JW.GR.EDR.ADX.D.L_PMNTB_PMNT_PMNT_MST\P.JW.GR.EDR.ADX.D.L_PMNTB_PMNT_PMNT_MST.bat;\\AZ0A000010120\WINSCHED\EDW_REPOINT\P.JW.GR.EDR.ADX.D.L_PMNTB_PMNT_PMNT_MST\OUTPUT.LOG;P.FL.GR.EDR.DLY.BATCH2.PMNT;EDW;EDW.DATABRICKS
P.JW.GR.EDR.ADX.D.L_PMNTB_PMNT_PMNT_ORG;;\\AZ0A000010120\WINSCHED\EDW_REPOINT\P.JW.GR.EDR.ADX.D.L_PMNTB_PMNT_PMNT_ORG\P.JW.GR.EDR.ADX.D.L_PMNTB_PMNT_PMNT_ORG.bat;\\AZ0A000010120\WINSCHED\EDW_REPOINT\P.JW.GR.EDR.ADX.D.L_PMNTB_PMNT_PMNT_ORG\OUTPUT.LOG;P.FL.GR.EDR.DLY.BATCH2.PMNT;EDW;EDW.DATABRICKS
P.JW.GR.EDR.ADX.D.L_PMNTG_PMNT_PMNT_CHARGES;;\\AZ0A000010120\WINSCHED\EDW_REPOINT\P.JW.GR.EDR.ADX.D.L_PMNTG_PMNT_PMNT_CHARGES\P.JW.GR.EDR.ADX.D.L_PMNTG_PMNT_PMNT_CHARGES.bat;\\AZ0A000010120\WINSCHED\EDW_REPOINT\P.JW.GR.EDR.ADX.D.L_PMNTG_PMNT_PMNT_CHARGES\OUTPUT.LOG;P.FL.GR.EDR.DLY.BATCH2.PMNT;EDW;EDW.DATABRICKS
P.JW.GR.EDR.ADX.D.L_PMNTG_PMNT_PMNT_MST;;\\AZ0A000010120\WINSCHED\EDW_REPOINT\P.JW.GR.EDR.ADX.D.L_PMNTG_PMNT_PMNT_MST\P.JW.GR.EDR.ADX.D.L_PMNTG_PMNT_PMNT_MST.bat;\\AZ0A000010120\WINSCHED\EDW_REPOINT\P.JW.GR.EDR.ADX.D.L_PMNTG_PMNT_PMNT_MST\OUTPUT.LOG;P.FL.GR.EDR.DLY.BATCH2.PMNT;EDW;EDW.DATABRICKS
P.JW.GR.EDR.ADX.D.L_PMNTG_PMNT_PMNT_ORG;;\\AZ0A000010120\WINSCHED\EDW_REPOINT\P.JW.GR.EDR.ADX.D.L_PMNTG_PMNT_PMNT_ORG\P.JW.GR.EDR.ADX.D.L_PMNTG_PMNT_PMNT_ORG.bat;\\AZ0A000010120\WINSCHED\EDW_REPOINT\P.JW.GR.EDR.ADX.D.L_PMNTG_PMNT_PMNT_ORG\OUTPUT.LOG;P.FL.GR.EDR.DLY.BATCH2.PMNT;EDW;EDW.DATABRICKS
P.JW.GR.EDR.ADX.D.L_PORG_PMNT_PMNT_OPAP;;\\AZ0A000010120\WINSCHED\EDW_REPOINT\P.JW.GR.EDR.ADX.D.L_PORG_PMNT_PMNT_OPAP\P.JW.GR.EDR.ADX.D.L_PORG_PMNT_PMNT_OPAP.bat;\\AZ0A000010120\WINSCHED\EDW_REPOINT\P.JW.GR.EDR.ADX.D.L_PORG_PMNT_PMNT_OPAP\OUTPUT.LOG;P.FL.GR.EDR.DLY.BATCH2.PMNT;EDW;EDW.DATABRICKS
P.JW.GR.EDR.ADX.D.L_PORG_PMNT_PMNT_ORG_DTL;;\\AZ0A000010120\WINSCHED\EDW_REPOINT\P.JW.GR.EDR.ADX.D.L_PORG_PMNT_PMNT_ORG_DTL\P.JW.GR.EDR.ADX.D.L_PORG_PMNT_PMNT_ORG_DTL.bat;\\AZ0A000010120\WINSCHED\EDW_REPOINT\P.JW.GR.EDR.ADX.D.L_PORG_PMNT_PMNT_ORG_DTL\OUTPUT.LOG;P.FL.GR.EDR.DLY.BATCH2.PMNT;EDW;EDW.DATABRICKS
P.JW.GR.EDR.ADX.D.L_PORG_PMNT_PMNT_PENS;;\\AZ0A000010120\WINSCHED\EDW_REPOINT\P.JW.GR.EDR.ADX.D.L_PORG_PMNT_PMNT_PENS\P.JW.GR.EDR.ADX.D.L_PORG_PMNT_PMNT_PENS.bat;\\AZ0A000010120\WINSCHED\EDW_REPOINT\P.JW.GR.EDR.ADX.D.L_PORG_PMNT_PMNT_PENS\OUTPUT.LOG;P.FL.GR.EDR.DLY.BATCH2.PMNT;EDW;EDW.DATABRICKS
P.JW.GR.EDR.ADX.D.L_REMIT_PMNT_PMNT_CHARGES;;\\AZ0A000010120\WINSCHED\EDW_REPOINT\P.JW.GR.EDR.ADX.D.L_REMIT_PMNT_PMNT_CHARGES\P.JW.GR.EDR.ADX.D.L_REMIT_PMNT_PMNT_CHARGES.bat;\\AZ0A000010120\WINSCHED\EDW_REPOINT\P.JW.GR.EDR.ADX.D.L_REMIT_PMNT_PMNT_CHARGES\OUTPUT.LOG;P.FL.GR.EDR.DLY.BATCH2.PMNT;EDW;EDW.DATABRICKS
P.JW.GR.EDR.ADX.D.L_REMIT_PMNT_PMNT_INV_PARTY;;\\AZ0A000010120\WINSCHED\EDW_REPOINT\P.JW.GR.EDR.ADX.D.L_REMIT_PMNT_PMNT_INV_PARTY\P.JW.GR.EDR.ADX.D.L_REMIT_PMNT_PMNT_INV_PARTY.bat;\\AZ0A000010120\WINSCHED\EDW_REPOINT\P.JW.GR.EDR.ADX.D.L_REMIT_PMNT_PMNT_INV_PARTY\OUTPUT.LOG;P.FL.GR.EDR.DLY.BATCH2.PMNT;EDW;EDW.DATABRICKS
P.JW.GR.EDR.ADX.D.L_REMIT_PMNT_PMNT_MST;;\\AZ0A000010120\WINSCHED\EDW_REPOINT\P.JW.GR.EDR.ADX.D.L_REMIT_PMNT_PMNT_MST\P.JW.GR.EDR.ADX.D.L_REMIT_PMNT_PMNT_MST.bat;\\AZ0A000010120\WINSCHED\EDW_REPOINT\P.JW.GR.EDR.ADX.D.L_REMIT_PMNT_PMNT_MST\OUTPUT.LOG;P.FL.GR.EDR.DLY.BATCH2.PMNT;EDW;EDW.DATABRICKS
P.JW.GR.EDR.ADX.D.L_REMIT_PMNT_PMNT_REMIT_DTLS;;\\AZ0A000010120\WINSCHED\EDW_REPOINT\P.JW.GR.EDR.ADX.D.L_REMIT_PMNT_PMNT_REMIT_DTLS\P.JW.GR.EDR.ADX.D.L_REMIT_PMNT_PMNT_REMIT_DTLS.bat;\\AZ0A000010120\WINSCHED\EDW_REPOINT\P.JW.GR.EDR.ADX.D.L_REMIT_PMNT_PMNT_REMIT_DTLS\OUTPUT.LOG;P.FL.GR.EDR.DLY.BATCH2.PMNT;EDW;EDW.DATABRICKS
P.JW.GR.EDR.ADX.D.L_REMIT_PMNT_PMNT_REMIT_TRN;;\\AZ0A000010120\WINSCHED\EDW_REPOINT\P.JW.GR.EDR.ADX.D.L_REMIT_PMNT_PMNT_REMIT_TRN\P.JW.GR.EDR.ADX.D.L_REMIT_PMNT_PMNT_REMIT_TRN.bat;\\AZ0A000010120\WINSCHED\EDW_REPOINT\P.JW.GR.EDR.ADX.D.L_REMIT_PMNT_PMNT_REMIT_TRN\OUTPUT.LOG;P.FL.GR.EDR.DLY.BATCH2.PMNT;EDW;EDW.DATABRICKS
P.JW.GR.EDR.ADX.D.L_SNTEN_SNTEN_SNTEN_APPL;;\\AZ0A000010120\WINSCHED\EDW_REPOINT\P.JW.GR.EDR.ADX.D.L_SNTEN_SNTEN_SNTEN_APPL\P.JW.GR.EDR.ADX.D.L_SNTEN_SNTEN_SNTEN_APPL.bat;\\AZ0A000010120\WINSCHED\EDW_REPOINT\P.JW.GR.EDR.ADX.D.L_SNTEN_SNTEN_SNTEN_APPL\OUTPUT.LOG;P.FL.GR.EDR.DLY.BATCH2.SNTEN;EDW;EDW.DATABRICKS
P.JW.GR.EDR.ADX.D.L_SNTEN_SNTEN_SNTEN_APPL_STEPS;;\\AZ0A000010120\WINSCHED\EDW_REPOINT\P.JW.GR.EDR.ADX.D.L_SNTEN_SNTEN_SNTEN_APPL_STEPS\P.JW.GR.EDR.ADX.D.L_SNTEN_SNTEN_SNTEN_APPL_STEPS.bat;\\AZ0A000010120\WINSCHED\EDW_REPOINT\P.JW.GR.EDR.ADX.D.L_SNTEN_SNTEN_SNTEN_APPL_STEPS\OUTPUT.LOG;P.FL.GR.EDR.DLY.BATCH2.SNTEN;EDW;EDW.DATABRICKS
P.JW.GR.EDR.ADX.D.L_SNTEN_SNTEN_SNTEN_APPL_X_CHECK;;\\AZ0A000010120\WINSCHED\EDW_REPOINT\P.JW.GR.EDR.ADX.D.L_SNTEN_SNTEN_SNTEN_APPL_X_CHECK\P.JW.GR.EDR.ADX.D.L_SNTEN_SNTEN_SNTEN_APPL_X_CHECK.bat;\\AZ0A000010120\WINSCHED\EDW_REPOINT\P.JW.GR.EDR.ADX.D.L_SNTEN_SNTEN_SNTEN_APPL_X_CHECK\OUTPUT.LOG;P.FL.GR.EDR.DLY.BATCH2.SNTEN;EDW;EDW.DATABRICKS
P.JW.GR.EDR.ADX.D.L_SNTEN_SNTEN_SNTEN_CHECK;;\\AZ0A000010120\WINSCHED\EDW_REPOINT\P.JW.GR.EDR.ADX.D.L_SNTEN_SNTEN_SNTEN_CHECK\P.JW.GR.EDR.ADX.D.L_SNTEN_SNTEN_SNTEN_CHECK.bat;\\AZ0A000010120\WINSCHED\EDW_REPOINT\P.JW.GR.EDR.ADX.D.L_SNTEN_SNTEN_SNTEN_CHECK\OUTPUT.LOG;P.FL.GR.EDR.DLY.BATCH2.SNTEN;EDW;EDW.DATABRICKS
P.JW.GR.EDR.ADX.D.L_SNTEN_SNTEN_SNTEN_KPIS;;\\AZ0A000010120\WINSCHED\EDW_REPOINT\P.JW.GR.EDR.ADX.D.L_SNTEN_SNTEN_SNTEN_KPIS\P.JW.GR.EDR.ADX.D.L_SNTEN_SNTEN_SNTEN_KPIS.bat;\\AZ0A000010120\WINSCHED\EDW_REPOINT\P.JW.GR.EDR.ADX.D.L_SNTEN_SNTEN_SNTEN_KPIS\OUTPUT.LOG;P.FL.GR.EDR.DLY.BATCH2.SNTEN;EDW;EDW.DATABRICKS
P.JW.GR.EDR.ADX.D.L_SBSTO_SUBS_SB_ACC;;\\AZ0A000010120\WINSCHED\EDW_REPOINT\P.JW.GR.EDR.ADX.D.L_SBSTO_SUBS_SB_ACC\P.JW.GR.EDR.ADX.D.L_SBSTO_SUBS_SB_ACC.bat;\\AZ0A000010120\WINSCHED\EDW_REPOINT\P.JW.GR.EDR.ADX.D.L_SBSTO_SUBS_SB_ACC\OUTPUT.LOG;P.FL.GR.EDR.DLY.BATCH2.SUBS;EDW;EDW.DATABRICKS
P.JW.GR.EDR.ADX.D.L_SBSTO_SUBS_SB_ACC_ADJUST;;\\AZ0A000010120\WINSCHED\EDW_REPOINT\P.JW.GR.EDR.ADX.D.L_SBSTO_SUBS_SB_ACC_ADJUST\P.JW.GR.EDR.ADX.D.L_SBSTO_SUBS_SB_ACC_ADJUST.bat;\\AZ0A000010120\WINSCHED\EDW_REPOINT\P.JW.GR.EDR.ADX.D.L_SBSTO_SUBS_SB_ACC_ADJUST\OUTPUT.LOG;P.FL.GR.EDR.DLY.BATCH2.SUBS;EDW;EDW.DATABRICKS
P.JW.GR.EDR.ADX.D.L_SBSTO_SUBS_SB_ACC_BLOCKS;;\\AZ0A000010120\WINSCHED\EDW_REPOINT\P.JW.GR.EDR.ADX.D.L_SBSTO_SUBS_SB_ACC_BLOCKS\P.JW.GR.EDR.ADX.D.L_SBSTO_SUBS_SB_ACC_BLOCKS.bat;\\AZ0A000010120\WINSCHED\EDW_REPOINT\P.JW.GR.EDR.ADX.D.L_SBSTO_SUBS_SB_ACC_BLOCKS\OUTPUT.LOG;P.FL.GR.EDR.DLY.BATCH2.SUBS;EDW;EDW.DATABRICKS
P.JW.GR.EDR.ADX.D.L_SBSTO_SUBS_SB_ACC_COMM;;\\AZ0A000010120\WINSCHED\EDW_REPOINT\P.JW.GR.EDR.ADX.D.L_SBSTO_SUBS_SB_ACC_COMM\P.JW.GR.EDR.ADX.D.L_SBSTO_SUBS_SB_ACC_COMM.bat;\\AZ0A000010120\WINSCHED\EDW_REPOINT\P.JW.GR.EDR.ADX.D.L_SBSTO_SUBS_SB_ACC_COMM\OUTPUT.LOG;P.FL.GR.EDR.DLY.BATCH2.SUBS;EDW;EDW.DATABRICKS
P.JW.GR.EDR.ADX.D.L_SBSTO_SUBS_SB_ACC_CRD_PMNT;;\\AZ0A000010120\WINSCHED\EDW_REPOINT\P.JW.GR.EDR.ADX.D.L_SBSTO_SUBS_SB_ACC_CRD_PMNT\P.JW.GR.EDR.ADX.D.L_SBSTO_SUBS_SB_ACC_CRD_PMNT.bat;\\AZ0A000010120\WINSCHED\EDW_REPOINT\P.JW.GR.EDR.ADX.D.L_SBSTO_SUBS_SB_ACC_CRD_PMNT\OUTPUT.LOG;P.FL.GR.EDR.DLY.BATCH2.SUBS;EDW;EDW.DATABRICKS
P.JW.GR.EDR.ADX.D.L_SBSTO_SUBS_SB_ACC_DEP;;\\AZ0A000010120\WINSCHED\EDW_REPOINT\P.JW.GR.EDR.ADX.D.L_SBSTO_SUBS_SB_ACC_DEP\P.JW.GR.EDR.ADX.D.L_SBSTO_SUBS_SB_ACC_DEP.bat;\\AZ0A000010120\WINSCHED\EDW_REPOINT\P.JW.GR.EDR.ADX.D.L_SBSTO_SUBS_SB_ACC_DEP\OUTPUT.LOG;P.FL.GR.EDR.DLY.BATCH2.SUBS;EDW;EDW.DATABRICKS
P.JW.GR.EDR.ADX.D.L_SBSTO_SUBS_SB_ACC_DEP_BAL;;\\AZ0A000010120\WINSCHED\EDW_REPOINT\P.JW.GR.EDR.ADX.D.L_SBSTO_SUBS_SB_ACC_DEP_BAL\P.JW.GR.EDR.ADX.D.L_SBSTO_SUBS_SB_ACC_DEP_BAL.bat;\\AZ0A000010120\WINSCHED\EDW_REPOINT\P.JW.GR.EDR.ADX.D.L_SBSTO_SUBS_SB_ACC_DEP_BAL\OUTPUT.LOG;P.FL.GR.EDR.DLY.BATCH2.SUBS;EDW;EDW.DATABRICKS
P.JW.GR.EDR.ADX.D.L_SBSTO_SUBS_SB_ACC_DEP_RATES;;\\AZ0A000010120\WINSCHED\EDW_REPOINT\P.JW.GR.EDR.ADX.D.L_SBSTO_SUBS_SB_ACC_DEP_RATES\P.JW.GR.EDR.ADX.D.L_SBSTO_SUBS_SB_ACC_DEP_RATES.bat;\\AZ0A000010120\WINSCHED\EDW_REPOINT\P.JW.GR.EDR.ADX.D.L_SBSTO_SUBS_SB_ACC_DEP_RATES\OUTPUT.LOG;P.FL.GR.EDR.DLY.BATCH2.SUBS;EDW;EDW.DATABRICKS
P.JW.GR.EDR.ADX.D.L_SBSTO_SUBS_SB_ACC_DPD_DLQ;;\\AZ0A000010120\WINSCHED\EDW_REPOINT\P.JW.GR.EDR.ADX.D.L_SBSTO_SUBS_SB_ACC_DPD_DLQ\P.JW.GR.EDR.ADX.D.L_SBSTO_SUBS_SB_ACC_DPD_DLQ.bat;\\AZ0A000010120\WINSCHED\EDW_REPOINT\P.JW.GR.EDR.ADX.D.L_SBSTO_SUBS_SB_ACC_DPD_DLQ\OUTPUT.LOG;P.FL.GR.EDR.DLY.BATCH2.SUBS;EDW;EDW.DATABRICKS
P.JW.GR.EDR.ADX.D.L_SBSTO_SUBS_SB_ACC_INST;;\\AZ0A000010120\WINSCHED\EDW_REPOINT\P.JW.GR.EDR.ADX.D.L_SBSTO_SUBS_SB_ACC_INST\P.JW.GR.EDR.ADX.D.L_SBSTO_SUBS_SB_ACC_INST.bat;\\AZ0A000010120\WINSCHED\EDW_REPOINT\P.JW.GR.EDR.ADX.D.L_SBSTO_SUBS_SB_ACC_INST\OUTPUT.LOG;P.FL.GR.EDR.DLY.BATCH2.SUBS;EDW;EDW.DATABRICKS
P.JW.GR.EDR.ADX.D.L_SBSTO_SUBS_SB_ACC_LOAN;;\\AZ0A000010120\WINSCHED\EDW_REPOINT\P.JW.GR.EDR.ADX.D.L_SBSTO_SUBS_SB_ACC_LOAN\P.JW.GR.EDR.ADX.D.L_SBSTO_SUBS_SB_ACC_LOAN.bat;\\AZ0A000010120\WINSCHED\EDW_REPOINT\P.JW.GR.EDR.ADX.D.L_SBSTO_SUBS_SB_ACC_LOAN\OUTPUT.LOG;P.FL.GR.EDR.DLY.BATCH2.SUBS;EDW;EDW.DATABRICKS
P.JW.GR.EDR.ADX.D.L_SBSTO_SUBS_SB_ACC_LOAN_ACCR;;\\AZ0A000010120\WINSCHED\EDW_REPOINT\P.JW.GR.EDR.ADX.D.L_SBSTO_SUBS_SB_ACC_LOAN_ACCR\P.JW.GR.EDR.ADX.D.L_SBSTO_SUBS_SB_ACC_LOAN_ACCR.bat;\\AZ0A000010120\WINSCHED\EDW_REPOINT\P.JW.GR.EDR.ADX.D.L_SBSTO_SUBS_SB_ACC_LOAN_ACCR\OUTPUT.LOG;P.FL.GR.EDR.DLY.BATCH2.SUBS;EDW;EDW.DATABRICKS
P.JW.GR.EDR.ADX.D.L_SBSTO_SUBS_SB_ACC_LOAN_BAL_EOD;;\\AZ0A000010120\WINSCHED\EDW_REPOINT\P.JW.GR.EDR.ADX.D.L_SBSTO_SUBS_SB_ACC_LOAN_BAL_EOD\P.JW.GR.EDR.ADX.D.L_SBSTO_SUBS_SB_ACC_LOAN_BAL_EOD.bat;\\AZ0A000010120\WINSCHED\EDW_REPOINT\P.JW.GR.EDR.ADX.D.L_SBSTO_SUBS_SB_ACC_LOAN_BAL_EOD\OUTPUT.LOG;P.FL.GR.EDR.DLY.BATCH2.SUBS;EDW;EDW.DATABRICKS
P.JW.GR.EDR.ADX.D.L_SBSTO_SUBS_SB_ACC_LOAN_FUT_RATES;;\\AZ0A000010120\WINSCHED\EDW_REPOINT\P.JW.GR.EDR.ADX.D.L_SBSTO_SUBS_SB_ACC_LOAN_FUT_RATES\P.JW.GR.EDR.ADX.D.L_SBSTO_SUBS_SB_ACC_LOAN_FUT_RATES.bat;\\AZ0A000010120\WINSCHED\EDW_REPOINT\P.JW.GR.EDR.ADX.D.L_SBSTO_SUBS_SB_ACC_LOAN_FUT_RATES\OUTPUT.LOG;P.FL.GR.EDR.DLY.BATCH2.SUBS;EDW;EDW.DATABRICKS
P.JW.GR.EDR.ADX.D.L_SBSTO_SUBS_SB_ACC_LOAN_PAY_PLAN;;\\AZ0A000010120\WINSCHED\EDW_REPOINT\P.JW.GR.EDR.ADX.D.L_SBSTO_SUBS_SB_ACC_LOAN_PAY_PLAN\P.JW.GR.EDR.ADX.D.L_SBSTO_SUBS_SB_ACC_LOAN_PAY_PLAN.bat;\\AZ0A000010120\WINSCHED\EDW_REPOINT\P.JW.GR.EDR.ADX.D.L_SBSTO_SUBS_SB_ACC_LOAN_PAY_PLAN\OUTPUT.LOG;P.FL.GR.EDR.DLY.BATCH2.SUBS;EDW;EDW.DATABRICKS
P.JW.GR.EDR.ADX.D.L_SBSTO_SUBS_SB_ACC_LOAN_RATES;;\\AZ0A000010120\WINSCHED\EDW_REPOINT\P.JW.GR.EDR.ADX.D.L_SBSTO_SUBS_SB_ACC_LOAN_RATES\P.JW.GR.EDR.ADX.D.L_SBSTO_SUBS_SB_ACC_LOAN_RATES.bat;\\AZ0A000010120\WINSCHED\EDW_REPOINT\P.JW.GR.EDR.ADX.D.L_SBSTO_SUBS_SB_ACC_LOAN_RATES\OUTPUT.LOG;P.FL.GR.EDR.DLY.BATCH2.SUBS;EDW;EDW.DATABRICKS
P.JW.GR.EDR.ADX.D.L_SBSTO_SUBS_SB_ACC_PROV;;\\AZ0A000010120\WINSCHED\EDW_REPOINT\P.JW.GR.EDR.ADX.D.L_SBSTO_SUBS_SB_ACC_PROV\P.JW.GR.EDR.ADX.D.L_SBSTO_SUBS_SB_ACC_PROV.bat;\\AZ0A000010120\WINSCHED\EDW_REPOINT\P.JW.GR.EDR.ADX.D.L_SBSTO_SUBS_SB_ACC_PROV\OUTPUT.LOG;P.FL.GR.EDR.DLY.BATCH2.SUBS;EDW;EDW.DATABRICKS
P.JW.GR.EDR.ADX.D.L_SBSTO_SUBS_SB_ACC_TD_ACCR_DLY;;\\AZ0A000010120\WINSCHED\EDW_REPOINT\P.JW.GR.EDR.ADX.D.L_SBSTO_SUBS_SB_ACC_TD_ACCR_DLY\P.JW.GR.EDR.ADX.D.L_SBSTO_SUBS_SB_ACC_TD_ACCR_DLY.bat;\\AZ0A000010120\WINSCHED\EDW_REPOINT\P.JW.GR.EDR.ADX.D.L_SBSTO_SUBS_SB_ACC_TD_ACCR_DLY\OUTPUT.LOG;P.FL.GR.EDR.DLY.BATCH2.SUBS;EDW;EDW.DATABRICKS
P.JW.GR.EDR.ADX.D.L_SBSTO_SUBS_SB_ACC_TD_ARR;;\\AZ0A000010120\WINSCHED\EDW_REPOINT\P.JW.GR.EDR.ADX.D.L_SBSTO_SUBS_SB_ACC_TD_ARR\P.JW.GR.EDR.ADX.D.L_SBSTO_SUBS_SB_ACC_TD_ARR.bat;\\AZ0A000010120\WINSCHED\EDW_REPOINT\P.JW.GR.EDR.ADX.D.L_SBSTO_SUBS_SB_ACC_TD_ARR\OUTPUT.LOG;P.FL.GR.EDR.DLY.BATCH2.SUBS;EDW;EDW.DATABRICKS
P.JW.GR.EDR.ADX.D.L_SBSTO_SUBS_SB_ACC_TD_CASH_FLW;;\\AZ0A000010120\WINSCHED\EDW_REPOINT\P.JW.GR.EDR.ADX.D.L_SBSTO_SUBS_SB_ACC_TD_CASH_FLW\P.JW.GR.EDR.ADX.D.L_SBSTO_SUBS_SB_ACC_TD_CASH_FLW.bat;\\AZ0A000010120\WINSCHED\EDW_REPOINT\P.JW.GR.EDR.ADX.D.L_SBSTO_SUBS_SB_ACC_TD_CASH_FLW\OUTPUT.LOG;P.FL.GR.EDR.DLY.BATCH2.SUBS;EDW;EDW.DATABRICKS
P.JW.GR.EDR.ADX.D.L_SBSTO_SUBS_SB_ACC_X_ACC;;\\AZ0A000010120\WINSCHED\EDW_REPOINT\P.JW.GR.EDR.ADX.D.L_SBSTO_SUBS_SB_ACC_X_ACC\P.JW.GR.EDR.ADX.D.L_SBSTO_SUBS_SB_ACC_X_ACC.bat;\\AZ0A000010120\WINSCHED\EDW_REPOINT\P.JW.GR.EDR.ADX.D.L_SBSTO_SUBS_SB_ACC_X_ACC\OUTPUT.LOG;P.FL.GR.EDR.DLY.BATCH2.SUBS;EDW;EDW.DATABRICKS
P.JW.GR.EDR.ADX.D.L_SBSTO_SUBS_SB_BASIC_RATES;;\\AZ0A000010120\WINSCHED\EDW_REPOINT\P.JW.GR.EDR.ADX.D.L_SBSTO_SUBS_SB_BASIC_RATES\P.JW.GR.EDR.ADX.D.L_SBSTO_SUBS_SB_BASIC_RATES.bat;\\AZ0A000010120\WINSCHED\EDW_REPOINT\P.JW.GR.EDR.ADX.D.L_SBSTO_SUBS_SB_BASIC_RATES\OUTPUT.LOG;P.FL.GR.EDR.DLY.BATCH2.SUBS;EDW;EDW.DATABRICKS
P.JW.GR.EDR.ADX.D.L_SBSTO_SUBS_SB_COLL;;\\AZ0A000010120\WINSCHED\EDW_REPOINT\P.JW.GR.EDR.ADX.D.L_SBSTO_SUBS_SB_COLL\P.JW.GR.EDR.ADX.D.L_SBSTO_SUBS_SB_COLL.bat;\\AZ0A000010120\WINSCHED\EDW_REPOINT\P.JW.GR.EDR.ADX.D.L_SBSTO_SUBS_SB_COLL\OUTPUT.LOG;P.FL.GR.EDR.DLY.BATCH2.SUBS;EDW;EDW.DATABRICKS
P.JW.GR.EDR.ADX.D.L_SBSTO_SUBS_SB_COLL_X_ACC;;\\AZ0A000010120\WINSCHED\EDW_REPOINT\P.JW.GR.EDR.ADX.D.L_SBSTO_SUBS_SB_COLL_X_ACC\P.JW.GR.EDR.ADX.D.L_SBSTO_SUBS_SB_COLL_X_ACC.bat;\\AZ0A000010120\WINSCHED\EDW_REPOINT\P.JW.GR.EDR.ADX.D.L_SBSTO_SUBS_SB_COLL_X_ACC\OUTPUT.LOG;P.FL.GR.EDR.DLY.BATCH2.SUBS;EDW;EDW.DATABRICKS
P.JW.GR.EDR.ADX.D.L_SBSTO_SUBS_SB_COLLUV_EXP_EXT;;\\AZ0A000010120\WINSCHED\EDW_REPOINT\P.JW.GR.EDR.ADX.D.L_SBSTO_SUBS_SB_COLLUV_EXP_EXT\P.JW.GR.EDR.ADX.D.L_SBSTO_SUBS_SB_COLLUV_EXP_EXT.bat;\\AZ0A000010120\WINSCHED\EDW_REPOINT\P.JW.GR.EDR.ADX.D.L_SBSTO_SUBS_SB_COLLUV_EXP_EXT\OUTPUT.LOG;P.FL.GR.EDR.DLY.BATCH2.SUBS;EDW;EDW.DATABRICKS
