FROM_JOB;TO_JOB
P.JW.GR.VBM.AFB.M.TL_CUSTOMER_D;P.JW.GR.EDR.ADX.M.L_VBM_ALM_CUSTOMER
P.JW.GR.VBM.AFB.M.TL_CUSTOMER_D;P.JW.GR.VBM.AFB.M.TL_CORP_DISBURSEMENT_D
P.JW.GR.VBM.AFB.M.TL_DCRD_IS_BRANCH_PAN_D;P.JW.GR.EDR.ADX.M.L_VBM_DCRD_TRN
P.JW.GR.VBM.AFB.M.TL_DCRD_IS_BRANCH_PAN_D;P.JW.GR.EDR.ADX.M.L_VBM_TRANSACTIONS
P.JW.GR.VBM.AFB.M.TL_DCRD_IS_BRANCH_PAN_D;P.JW.GR.VBM.AFB.M.TL_DEBIT_CARD_SERVICING_D
P.JW.GR.VBM.AFB.M.TL_DEBIT_CARD_SERVICING_D;P.JW.GR.EDR.ADX.M.L_VBM_DCRD_TRN
P.JW.GR.VBM.AFB.M.TL_DEBIT_CARD_SERVICING_D;P.JW.GR.EDR.ADX.M.L_VBM_TRANSACTIONS
P.JW.GR.VBM.AFB.M.TL_DEBIT_CARD_SERVICING_D;P.JW.GR.VBM.AFB.M.TL_DEPOSITS_BRANCH_D
P.JW.GR.VBM.AFB.M.TL_DEPOSITS_BRANCH_D;P.JW.GR.EDR.ADX.M.L_VBM_CASH_DEP_TRN
P.JW.GR.VBM.AFB.M.TL_DEPOSITS_BRANCH_D;P.JW.GR.EDR.ADX.M.L_VBM_TRANSACTIONS
P.JW.GR.VBM.AFB.M.TL_DEPOSITS_BRANCH_D;P.JW.GR.VBM.AFB.M.TL_INTRA_BANK_AT_BRANCH_D
P.JW.GR.VBM.AFB.M.TL_DEPOSITS_DEP_D;P.JW.GR.EDR.ADX.M.L_VBM_ALM_DEPOSITS
P.JW.GR.VBM.AFB.M.TL_DEPOSITS_DEP_D;P.JW.GR.VBM.AFB.M.TL_LOANS_IRCR_D
P.JW.GR.VBM.AFB.M.TL_DEPOSITS_IRTD_D;P.JW.GR.EDR.ADX.M.L_VBM_ALM_DEPOSITS
P.JW.GR.VBM.AFB.M.TL_DEPOSITS_IRTD_D;P.JW.GR.VBM.AFB.M.TL_CORP_DISBURSEMENT_D
P.JW.GR.VBM.AFB.M.TL_DEPOSITS_WLTH_D;P.JW.GR.EDR.ADX.M.L_VBM_ALM_DEPOSITS
P.JW.GR.VBM.AFB.M.TL_DEPOSITS_WLTH_D;P.JW.GR.VBM.AFB.M.TL_DEPOSITS_DEP_D
P.JW.GR.VBM.AFB.M.TL_DIGITAL_D;P.JW.GR.EDR.ADX.M.L_VBM_EBANK_TRN
P.JW.GR.VBM.AFB.M.TL_DIGITAL_D;P.JW.GR.EDR.ADX.M.L_VBM_TRANSACTIONS_ONLINE
P.JW.GR.VBM.AFB.M.TL_DIGITAL_D;P.JW.GR.VBM.AFB.M.TL_DIGITAL_TRN_D
P.JW.GR.VBM.AFB.M.TL_DIGITAL_TRN_D;P.JW.GR.EDR.ADX.M.L_VBM_TRANSACTIONS
P.JW.GR.VBM.AFB.M.TL_DIGITAL_TRN_D;P.JW.GR.VBM.AFB.M.TL_SSM_D
P.JW.GR.VBM.AFB.M.TL_EDW_MERGED_BRANCHES_D;P.JW.GR.EDR.ADX.M.L_VBM_MERGED_BRANCHES
P.JW.GR.VBM.AFB.M.TL_EDW_MERGED_BRANCHES_D;P.JW.GR.VBM.AFB.M.TL_WRITE_OFFS_D
P.JW.GR.VBM.AFB.M.TL_FIGURES_BANCA_MCL_D;P.JW.GR.EDR.ADX.M.L_VBM_MCL
P.JW.GR.VBM.AFB.M.TL_FIGURES_BANCA_MCL_D;P.JW.GR.VBM.AFB.M.TL_CORP_DISBURSEMENT_D
P.JW.GR.VBM.AFB.M.TL_GUAR_ISSUED_LCS_D;P.JW.GR.EDR.ADX.M.L_VBM_ALM_GUAR_ISSUED
P.JW.GR.VBM.AFB.M.TL_GUAR_ISSUED_LCS_D;P.JW.GR.VBM.AFB.M.TL_CORP_DISBURSEMENT_D
P.JW.GR.VBM.AFB.M.TL_GUAR_ISSUED_LGS_D;P.JW.GR.EDR.ADX.M.L_VBM_ALM_GUAR_ISSUED
P.JW.GR.VBM.AFB.M.TL_GUAR_ISSUED_LGS_D;P.JW.GR.VBM.AFB.M.TL_DEPOSITS_DEP_D
P.JW.GR.VBM.AFB.M.TL_INTRA_BANK_AT_BRANCH_D;P.JW.GR.EDR.ADX.M.L_VBM_FUND_TRANSFERS_TRN
P.JW.GR.VBM.AFB.M.TL_INTRA_BANK_AT_BRANCH_D;P.JW.GR.EDR.ADX.M.L_VBM_TRANSACTIONS
P.JW.GR.VBM.AFB.M.TL_INTRA_BANK_AT_BRANCH_D;P.JW.GR.VBM.AFB.M.TL_LGS_TRN_D
P.JW.GR.VBM.AFB.M.TL_IRCR_TRN_D;P.JW.GR.EDR.ADX.M.L_VBM_IRCR_TRN
P.JW.GR.VBM.AFB.M.TL_IRCR_TRN_D;P.JW.GR.EDR.ADX.M.L_VBM_TRANSACTIONS
P.JW.GR.VBM.AFB.M.TL_IRCR_TRN_D;P.JW.GR.VBM.AFB.M.TL_P8_TRN_D
P.JW.GR.VBM.AFB.M.TL_IRL_DISBURSEMENT_D;P.JW.GR.EDR.ADX.M.L_VBM_DISB_IRL
P.JW.GR.VBM.AFB.M.TL_IRL_DISBURSEMENT_D;P.JW.GR.VBM.AFB.M.TL_EDW_MERGED_BRANCHES_D
P.JW.GR.VBM.AFB.M.TL_IRL_TRN_D;P.JW.GR.EDR.ADX.M.L_VBM_IRL_TRN
P.JW.GR.VBM.AFB.M.TL_IRL_TRN_D;P.JW.GR.EDR.ADX.M.L_VBM_TRANSACTIONS
P.JW.GR.VBM.AFB.M.TL_IRL_TRN_D;P.JW.GR.VBM.AFB.M.TL_IRCR_TRN_D
P.JW.GR.VBM.AFB.M.TL_LENDING_CST_NPE_D;P.JW.GR.EDR.ADX.M.L_VBM_LENDING_CST_NPE
P.JW.GR.VBM.AFB.M.TL_LGS_TRN_D;P.JW.GR.EDR.ADX.M.L_VBM_LG_TRN
P.JW.GR.VBM.AFB.M.TL_LGS_TRN_D;P.JW.GR.EDR.ADX.M.L_VBM_TRANSACTIONS
P.JW.GR.VBM.AFB.M.TL_LGS_TRN_D;P.JW.GR.VBM.AFB.M.TL_MANAGEMENT_PAYROLL_D
P.JW.GR.VBM.AFB.M.TL_LOAD_ACC_LOAN_TRNF_D;P.JW.GR.EDR.ADX.M.L_LOAD_ACC_LOAN_TRNF
P.JW.GR.VBM.AFB.M.TL_LOAD_ACC_LOAN_TRNF_D;P.JW.GR.VBM.AFB.M.TL_IRL_DISBURSEMENT_D
P.JW.GR.VBM.AFB.M.TL_LOAD_ACC_SRGT_D;P.JW.GR.VBM.AFB.M.TL_IRL_DISBURSEMENT_D
P.JW.GR.VBM.AFB.M.TL_LOAD_ACC_TD_MST_MONET_TRN_D;P.JW.GR.EDR.ADX.M.L_LOAD_ACC_TD_MST_MONET_TRN
P.JW.GR.VBM.AFB.M.TL_LOAD_ACC_TD_MST_MONET_TRN_D;P.JW.GR.VBM.AFB.M.TL_IRL_DISBURSEMENT_D
P.JW.GR.VBM.AFB.M.TL_LOAD_ACC_X_ACC_D;P.JW.GR.VBM.AFB.M.TL_IRL_DISBURSEMENT_D
P.JW.GR.VBM.AFB.M.TL_LOAD_INSTRMNTS_D;P.JW.GR.EDR.ADX.M.L_LOAD_INSTRMNTS
P.JW.GR.VBM.AFB.M.TL_LOAD_INSTRMNTS_D;P.JW.GR.VBM.AFB.M.TL_IRL_DISBURSEMENT_D
P.JW.GR.VBM.AFB.M.TL_LOAD_INSTRMNT_SRGT_D;P.JW.GR.EDR.ADX.M.L_LOAD_INSTRMNT_SRGT
P.JW.GR.VBM.AFB.M.TL_LOAD_INSTRMNT_SRGT_D;P.JW.GR.VBM.AFB.M.TL_IRL_DISBURSEMENT_D
P.JW.GR.VBM.AFB.M.TL_LOAD_KRM_FTP_EXTENS_D;P.JW.GR.EDR.ADX.M.L_LOAD_KRM_FTP_OUTPUT_EXTENSION
P.JW.GR.VBM.AFB.M.TL_LOAD_KRM_FTP_EXTENS_D;P.JW.GR.VBM.AFB.M.TL_IRL_DISBURSEMENT_D
P.JW.GR.VBM.AFB.M.TL_LOAD_KRM_FTP_GROSS_D;P.JW.GR.EDR.ADX.M.L_LOAD_KRM_FTP_OUTPUT_GROSS
P.JW.GR.VBM.AFB.M.TL_LOAD_KRM_FTP_GROSS_D;P.JW.GR.VBM.AFB.M.TL_IRL_DISBURSEMENT_D
P.JW.GR.VBM.AFB.M.TL_LOAD_KRM_FTP_NET_D;P.JW.GR.EDR.ADX.M.L_LOAD_KRM_FTP_OUTPUT_NET
P.JW.GR.VBM.AFB.M.TL_LOAD_KRM_FTP_NET_D;P.JW.GR.VBM.AFB.M.TL_IRL_DISBURSEMENT_D
P.JW.GR.VBM.AFB.M.TL_LOAD_OU_D;P.JW.GR.EDR.ADX.M.L_LOAD_OU
P.JW.GR.VBM.AFB.M.TL_LOAD_OU_D;P.JW.GR.VBM.AFB.M.TL_IRL_DISBURSEMENT_D
P.JW.GR.VBM.AFB.M.TL_LOAD_PARALIST_MAP_D;P.JW.GR.EDR.ADX.M.L_LOAD_PARALIST_MAP
P.JW.GR.VBM.AFB.M.TL_LOAD_PARALIST_MAP_D;P.JW.GR.VBM.AFB.M.TL_IRL_DISBURSEMENT_D
P.JW.GR.VBM.AFB.M.TL_LOAD_PMNT_MST_D;P.JW.GR.EDR.ADX.M.L_LOAD_PMNT_MST
P.JW.GR.VBM.AFB.M.TL_LOAD_PMNT_MST_D;P.JW.GR.VBM.AFB.M.TL_IRL_DISBURSEMENT_D
P.JW.GR.VBM.AFB.M.TL_LOAD_REJ_SUPPL_RISK_D;P.JW.GR.EDR.ADX.M.L_LOAD_ACC_LOAN_SUPPL_RISK
P.JW.GR.VBM.AFB.M.TL_LOAD_REJ_SUPPL_RISK_D;P.JW.GR.VBM.AFB.M.TL_IRL_DISBURSEMENT_D
P.JW.GR.VBM.AFB.M.TL_LOAD_RESULTS_DETAIL_D;P.JW.GR.EDR.ADX.M.L_LOAD_RESULTS_DETAIL
P.JW.GR.VBM.AFB.M.TL_LOAD_RESULTS_DETAIL_D;P.JW.GR.VBM.AFB.M.TL_IRL_DISBURSEMENT_D
P.JW.GR.VBM.AFB.M.TL_LOAD_SB_CST_D;P.JW.GR.EDR.ADX.M.L_LOAD_SB_CST
P.JW.GR.VBM.AFB.M.TL_LOAD_SB_CST_D;P.JW.GR.VBM.AFB.M.TL_IRL_DISBURSEMENT_D
P.JW.GR.VBM.AFB.M.TL_LOANS_AVG_BAL_D;P.JW.GR.EDR.ADX.M.L_VBM_LOANS_AVG_BAL
P.JW.GR.VBM.AFB.M.TL_LOANS_AVG_BAL_D;P.JW.GR.VBM.AFB.M.CH1
P.JW.GR.VBM.AFB.M.TL_LOANS_CCRD_D;P.JW.GR.EDR.ADX.M.L_VBM_ALM_LOANS
P.JW.GR.VBM.AFB.M.TL_LOANS_CCRD_D;P.JW.GR.VBM.AFB.M.TL_CORP_DISBURSEMENT_D
P.JW.GR.VBM.AFB.M.TL_LOANS_FCT_D;P.JW.GR.EDR.ADX.M.L_VBM_ALM_LOANS
P.JW.GR.VBM.AFB.M.TL_LOANS_FCT_D;P.JW.GR.VBM.AFB.M.TL_DEPOSITS_DEP_D
P.JW.GR.VBM.AFB.M.TL_LOANS_IRCR_D;P.JW.GR.EDR.ADX.M.L_VBM_ALM_LOANS
P.JW.GR.VBM.AFB.M.TL_LOANS_IRCR_D;P.JW.GR.VBM.AFB.M.TL_LOANS_IRL_D
P.JW.GR.VBM.AFB.M.TL_LOANS_IRL_D;P.JW.GR.EDR.ADX.M.L_VBM_ALM_LOANS
P.JW.GR.VBM.AFB.M.TL_LOANS_IRL_D;P.JW.GR.EDR.ADX.M.L_VBM_LOANS_EXTRA_RATES_NBG
P.JW.GR.VBM.AFB.M.TL_LOANS_IRL_D;P.JW.GR.VBM.AFB.M.TL_LOANS_OVD_D
P.JW.GR.VBM.AFB.M.TL_LOANS_OVD_D;P.JW.GR.EDR.ADX.M.L_VBM_ALM_LOANS
P.JW.GR.VBM.AFB.M.TL_LOANS_OVD_D;P.JW.GR.VBM.AFB.M.TL_LOANS_P8_D
P.JW.GR.VBM.AFB.M.TL_LOANS_P8_D;P.JW.GR.EDR.ADX.M.L_VBM_ALM_LOANS
P.JW.GR.VBM.AFB.M.TL_LOANS_P8_D;P.JW.GR.VBM.AFB.M.TL_ACC_D
P.JW.GR.VBM.AFB.M.TL_MANAGEMENT_PAYROLL_D;P.JW.GR.EDR.ADX.M.L_VBM_CASH_PAYROLL_TRN
P.JW.GR.VBM.AFB.M.TL_MANAGEMENT_PAYROLL_D;P.JW.GR.EDR.ADX.M.L_VBM_TRANSACTIONS
P.JW.GR.VBM.AFB.M.TL_MANAGEMENT_PAYROLL_D;P.JW.GR.VBM.AFB.M.TL_MERCHANTS_ACQ_D
P.JW.GR.VBM.AFB.M.TL_MERCHANTS_ACQ_D;P.JW.GR.EDR.ADX.M.L_VBM_ACQ_MERCH_TRN
P.JW.GR.VBM.AFB.M.TL_MERCHANTS_ACQ_D;P.JW.GR.EDR.ADX.M.L_VBM_TRANSACTIONS
P.JW.GR.VBM.AFB.M.TL_MERCHANTS_ACQ_D;P.JW.GR.VBM.AFB.M.TL_OUTG_BRANCH_D
P.JW.GR.VBM.AFB.M.TL_OUTG_BRANCH_D;P.JW.GR.EDR.ADX.M.L_VBM_FUND_TRANSFERS_TRN
P.JW.GR.VBM.AFB.M.TL_OUTG_BRANCH_D;P.JW.GR.EDR.ADX.M.L_VBM_TRANSACTIONS
P.JW.GR.VBM.AFB.M.TL_OUTG_BRANCH_D;P.JW.GR.VBM.AFB.M.TL_IRL_TRN_D
P.JW.GR.VBM.AFB.M.TL_P8_PERIMETER_D;P.JW.GR.EDR.ADX.M.L_VBM_P8_ACCRUALS_ADJ
P.JW.GR.VBM.AFB.M.TL_P8_PERIMETER_D;P.JW.GR.VBM.AFB.M.TL_STG_FIGURES_LOANS_D
P.JW.GR.VBM.AFB.M.TL_P8_TRN_D;P.JW.GR.EDR.ADX.M.L_VBM_P8_TRN
P.JW.GR.VBM.AFB.M.TL_P8_TRN_D;P.JW.GR.EDR.ADX.M.L_VBM_TRANSACTIONS
P.JW.GR.VBM.AFB.M.TL_P8_TRN_D;P.JW.GR.VBM.AFB.M.TL_PASSBOOK_D
P.JW.GR.VBM.AFB.M.TL_PARALIST_PRODUCT_D;P.JW.GR.EDR.ADX.M.L_VBM_FX_RATES
P.JW.GR.VBM.AFB.M.TL_PARALIST_PRODUCT_D;P.JW.GR.EDR.ADX.M.L_VBM_PARALIST
P.JW.GR.VBM.AFB.M.TL_PARALIST_PRODUCT_D;P.JW.GR.EDR.ADX.M.L_VBM_PRODUCT
P.JW.GR.VBM.AFB.M.TL_PARALIST_PRODUCT_D;P.JW.GR.VBM.AFB.M.TL_CORP_DISBURSEMENT_D
P.JW.GR.VBM.AFB.M.TL_PARAM_DAYS_D;P.JW.GR.EDR.ADX.M.L_VBM_PARAM_DAYS
P.JW.GR.VBM.AFB.M.TL_PARAM_DAYS_D;P.JW.GR.VBM.AFB.M.TL_CORP_DISBURSEMENT_D
P.JW.GR.VBM.AFB.M.TL_PASSBOOK_D;P.JW.GR.EDR.ADX.M.L_VBM_PASSBOOK_TRN
P.JW.GR.VBM.AFB.M.TL_PASSBOOK_D;P.JW.GR.EDR.ADX.M.L_VBM_TRANSACTIONS
P.JW.GR.VBM.AFB.M.TL_PASSBOOK_D;P.JW.GR.VBM.AFB.M.TL_PAYMENT_TRN_D
P.JW.GR.VBM.AFB.M.TL_PAYMENT_TRN_D;P.JW.GR.EDR.ADX.M.L_VBM_PAYMENTS_TRN
P.JW.GR.VBM.AFB.M.TL_PAYMENT_TRN_D;P.JW.GR.EDR.ADX.M.L_VBM_TRANSACTIONS
P.JW.GR.VBM.AFB.M.TL_PAYMENT_TRN_D;P.JW.GR.VBM.AFB.M.TL_PCRD_IS_BRANCH_PAN_D
P.JW.GR.VBM.AFB.M.TL_PCRD_IS_BRANCH_PAN_D;P.JW.GR.EDR.ADX.M.L_VBM_PCRD_TRN
P.JW.GR.VBM.AFB.M.TL_PCRD_IS_BRANCH_PAN_D;P.JW.GR.EDR.ADX.M.L_VBM_TRANSACTIONS
P.JW.GR.VBM.AFB.M.TL_PCRD_IS_BRANCH_PAN_D;P.JW.GR.VBM.AFB.M.TL_SAFE_BOXES_D
P.JW.GR.VBM.AFB.M.TL_PCRD_SERVICING_D;P.JW.GR.EDR.ADX.M.L_VBM_PCRD_TRN
P.JW.GR.VBM.AFB.M.TL_PCRD_SERVICING_D;P.JW.GR.EDR.ADX.M.L_VBM_TRANSACTIONS
P.JW.GR.VBM.AFB.M.TL_PNL_TURNOVER_D;P.JW.GR.EDR.ADX.M.L_VBM_CARDS_TURNOVER
P.JW.GR.VBM.AFB.M.TL_PNL_TURNOVER_D;P.JW.GR.VBM.AFB.M.TL_COMM_ACQ_RPT_D
P.JW.GR.VBM.AFB.M.TL_PRGRP_CALENDR_PRLST_D;P.JW.GR.EDR.ADX.M.L_LOAD_CALENDAR_DAYS
P.JW.GR.VBM.AFB.M.TL_PRGRP_CALENDR_PRLST_D;P.JW.GR.EDR.ADX.M.L_LOAD_PARAGROUP
P.JW.GR.VBM.AFB.M.TL_PRGRP_CALENDR_PRLST_D;P.JW.GR.EDR.ADX.M.L_LOAD_PARALIST
P.JW.GR.VBM.AFB.M.TL_PRGRP_CALENDR_PRLST_D;P.JW.GR.VBM.AFB.M.TL_IRL_DISBURSEMENT_D
P.JW.GR.VBM.AFB.M.TL_SAFE_BOXES_D;P.JW.GR.EDR.ADX.M.L_VBM_SAFE_BOXES_TRN
P.JW.GR.VBM.AFB.M.TL_SAFE_BOXES_D;P.JW.GR.EDR.ADX.M.L_VBM_TRANSACTIONS
P.JW.GR.VBM.AFB.M.TL_SAFE_BOXES_D;P.JW.GR.VBM.AFB.M.TL_WEALTH_INV_D
P.JW.GR.VBM.AFB.M.TL_SSM_D;P.JW.GR.EDR.ADX.M.L_VBM_TRANSACTIONS
P.JW.GR.VBM.AFB.M.TL_SSM_D;P.JW.GR.EDR.ADX.M.L_VBM_TRANSACTIONS_SSM
P.JW.GR.VBM.AFB.M.TL_SSM_D;P.JW.GR.VBM.AFB.M.TL_SSM_TRN_D
P.JW.GR.VBM.AFB.M.TL_SSM_TRN_D;P.JW.GR.EDR.ADX.M.L_VBM_TRANSACTIONS
P.JW.GR.VBM.AFB.M.TL_SSM_TRN_D;P.JW.GR.VBM.AFB.M.TL_COLLECTIONS_FT_D
P.JW.GR.VBM.AFB.M.TL_STG_DRIVER_ACQ_EXP_D;P.JW.GR.EDR.ADX.M.L_VBM_STG_ACQ_AMT
P.JW.GR.VBM.AFB.M.TL_STG_DRIVER_ACQ_EXP_D;P.JW.GR.EDR.ADX.M.L_VBM_STG_ACQ_TOTAL_AMT
P.JW.GR.VBM.AFB.M.TL_STG_DRIVER_ACQ_EXP_D;P.JW.GR.VBM.AFB.M.TL_CST_D
P.JW.GR.VBM.AFB.M.TL_STG_FIGURES_DEPOSITS_D;P.JW.GR.EDR.ADX.M.L_VBM_STG_DEPOSITS
P.JW.GR.VBM.AFB.M.TL_STG_FIGURES_DEPOSITS_D;P.JW.GR.EDR.ADX.M.L_VBM_STG_FIGURES_DEP_BANCA
P.JW.GR.VBM.AFB.M.TL_STG_FIGURES_DEPOSITS_D;P.JW.GR.EDR.ADX.M.L_VBM_STG_FIGURES_DEP_PREPAID
P.JW.GR.VBM.AFB.M.TL_STG_FIGURES_DEPOSITS_D;P.JW.GR.VBM.AFB.M.CH4
P.JW.GR.VBM.AFB.M.TL_STG_FIGURES_LCS_LGS_D;P.JW.GR.EDR.ADX.M.L_VBM_STG_LCS_LGS
P.JW.GR.VBM.AFB.M.TL_STG_FIGURES_LCS_LGS_D;P.JW.GR.VBM.AFB.M.CH4
P.JW.GR.VBM.AFB.M.TL_STG_FIGURES_LOANS_D;P.JW.GR.EDR.ADX.M.L_VBM_CREDIT_CLAIMS_ADDITIONAL
P.JW.GR.VBM.AFB.M.TL_STG_FIGURES_LOANS_D;P.JW.GR.EDR.ADX.M.L_VBM_STG_ACC_LOAN_RATES
P.JW.GR.VBM.AFB.M.TL_STG_FIGURES_LOANS_D;P.JW.GR.EDR.ADX.M.L_VBM_STG_LOANS
P.JW.GR.VBM.AFB.M.TL_STG_FIGURES_LOANS_D;P.JW.GR.VBM.AFB.M.CH5
P.JW.GR.VBM.AFB.M.TL_STG_FIGURES_WLTH_PAN_D;P.JW.GR.EDR.ADX.M.L_VBM_STG_INVESTMENTS_DEAL
P.JW.GR.VBM.AFB.M.TL_STG_FIGURES_WLTH_PAN_D;P.JW.GR.EDR.ADX.M.L_VBM_STG_INVESTMENTS_INS
P.JW.GR.VBM.AFB.M.TL_STG_FIGURES_WLTH_PAN_D;P.JW.GR.VBM.AFB.M.CH4
P.JW.GR.VBM.AFB.M.TL_UNMAPPED_FI_CST_D;P.JW.GR.EDR.ADX.M.L_CTRL_UNMAPPED_FI_CST
P.JW.GR.VBM.AFB.M.TL_UNMAPPED_FI_CST_D;P.JW.GR.VBM.AFB.M.TL_BANCA_ORIGINATION_D
P.JW.GR.VBM.AFB.M.TL_UNMAPPED_FI_CST_D;P.JW.GR.VBM.AFB.M.TL_COMM_FEES_D
P.JW.GR.VBM.AFB.M.TL_VERSION_CONTROL_D;P.JW.GR.EDR.ADX.M.L_CTRL_BATCH_DATE
P.JW.GR.VBM.AFB.M.TL_VERSION_CONTROL_D;P.JW.GR.VBM.AFB.M.TL_LOAD_ACC_LOAN_TRNF_D
P.JW.GR.VBM.AFB.M.TL_VERSION_CONTROL_D;P.JW.GR.VBM.AFB.M.TL_LOAD_ACC_SRGT_D
P.JW.GR.VBM.AFB.M.TL_VERSION_CONTROL_D;P.JW.GR.VBM.AFB.M.TL_LOAD_ACC_TD_MST_MONET_TRN_D
P.JW.GR.VBM.AFB.M.TL_VERSION_CONTROL_D;P.JW.GR.VBM.AFB.M.TL_LOAD_ACC_X_ACC_D
P.JW.GR.VBM.AFB.M.TL_VERSION_CONTROL_D;P.JW.GR.VBM.AFB.M.TL_LOAD_INSTRMNTS_D
P.JW.GR.VBM.AFB.M.TL_VERSION_CONTROL_D;P.JW.GR.VBM.AFB.M.TL_LOAD_INSTRMNT_SRGT_D
P.JW.GR.VBM.AFB.M.TL_VERSION_CONTROL_D;P.JW.GR.VBM.AFB.M.TL_LOAD_KRM_FTP_EXTENS_D
P.JW.GR.VBM.AFB.M.TL_VERSION_CONTROL_D;P.JW.GR.VBM.AFB.M.TL_LOAD_KRM_FTP_GROSS_D
P.JW.GR.VBM.AFB.M.TL_VERSION_CONTROL_D;P.JW.GR.VBM.AFB.M.TL_LOAD_KRM_FTP_NET_D
P.JW.GR.VBM.AFB.M.TL_VERSION_CONTROL_D;P.JW.GR.VBM.AFB.M.TL_LOAD_OU_D
P.JW.GR.VBM.AFB.M.TL_VERSION_CONTROL_D;P.JW.GR.VBM.AFB.M.TL_LOAD_PARALIST_MAP_D
P.JW.GR.VBM.AFB.M.TL_VERSION_CONTROL_D;P.JW.GR.VBM.AFB.M.TL_LOAD_PMNT_MST_D
P.JW.GR.VBM.AFB.M.TL_VERSION_CONTROL_D;P.JW.GR.VBM.AFB.M.TL_LOAD_REJ_SUPPL_RISK_D
P.JW.GR.VBM.AFB.M.TL_VERSION_CONTROL_D;P.JW.GR.VBM.AFB.M.TL_LOAD_RESULTS_DETAIL_D
P.JW.GR.VBM.AFB.M.TL_VERSION_CONTROL_D;P.JW.GR.VBM.AFB.M.TL_LOAD_SB_CST_D
P.JW.GR.VBM.AFB.M.TL_VERSION_CONTROL_D;P.JW.GR.VBM.AFB.M.TL_PRGRP_CALENDR_PRLST_D
P.JW.GR.VBM.AFB.M.TL_WEALTH_INV_D;P.JW.GR.EDR.ADX.M.L_VBM_INVESTMENTS_TRN
P.JW.GR.VBM.AFB.M.TL_WEALTH_INV_D;P.JW.GR.EDR.ADX.M.L_VBM_TRANSACTIONS
P.JW.GR.VBM.AFB.M.TL_WEALTH_INV_D;P.JW.GR.VBM.AFB.M.TL_WITHDRAWAL_BRANCH_D
P.JW.GR.VBM.AFB.M.TL_WITHDRAWAL_BRANCH_D;P.JW.GR.EDR.ADX.M.L_VBM_CASH_WDRW_TRN
P.JW.GR.VBM.AFB.M.TL_WITHDRAWAL_BRANCH_D;P.JW.GR.EDR.ADX.M.L_VBM_TRANSACTIONS
P.JW.GR.VBM.AFB.M.TL_WITHDRAWAL_BRANCH_D;P.JW.GR.VBM.AFB.M.TL_APS_TRN_D
P.JW.GR.VBM.AFB.M.TL_WLTH_NEW_ACC_D;P.JW.GR.EDR.ADX.M.L_CTRL_WLTH_NEW_ACC
P.JW.GR.VBM.AFB.M.TL_WLTH_NEW_ACC_D;P.JW.GR.VBM.AFB.M.TL_STG_DRIVER_ACQ_EXP_D
P.JW.GR.VBM.AFB.M.TL_WRITE_OFFS_D;P.JW.GR.EDR.ADX.M.L_VBM_WRITE_OFFS
P.JW.GR.VBM.AFB.M.TL_WRITE_OFFS_D;P.JW.GR.VBM.AFB.M.TL_BENCHMARK_RATE_D
P.JW.GR.VBM.AFB.M.TL_WRITE_OFFS_D;P.JW.GR.VBM.AFB.M.TL_LOANS_AVG_BAL_D
P.JW.GR.WEF.DHP.PAIN_DECRYPTFILES.BAT;P.FT.GR.WEF.DHP.MOV.INCOMING.POST.DECRYPT
P.JW.GR.WEF.DHP.PAIN_ENCRYPTFILES.BAT;P.FT.GR.WEF.DHP.OUTGOING
P.JW.GR.WEF.ELLINIKA_LAXEIA.ELLINIKALAXEIADECRYPTFILES.BAT;P.FT.GR.WEF.ELLINIKA_LAXEIA.MOV.INCOMING.POST.DECRYPT
P.JW.GR.WEF.ELLINIKA_LAXEIA.ELLINIKALAXEIAENCRYPTFILES.BAT;P.FT.GR.WEF.ELLINIKA_LAXEIA.MOV.OUTGOING.POST.ENCRYPT
P.JW.GR.WEF.ELLINIKA_LAXEIA.ELLINIKALAXEIAENCRYPTFILES.BAT;P.FT.GR.WEF.MT9XX.TO.ELLINIKA_LAXEIA
P.JW.GR.WEF.ELLINIKA_LAXEIA.INCOMING.FILE.CHECK;P.JW.GR.WEF.ELLINIKA_LAXEIA.ELLINIKALAXEIADECRYPTFILES.BAT
P.JW.GR.WEF.ELLINIKA_LAXEIA.MOV.INCOMING.POST.DECRYPT;ENDFOLD
P.JW.GR.WEF.ELLINIKA_LAXEIA.OUTGOING.FILE.CHECK;P.FT.GR.WEF.ELLINIKA_LAXEIA.MOV.OUTGOING.PRE.ENCRYPT
P.JW.GR.WEF.INTEGRA.MT950SPLITTER.EXE;P.FT.GR.WEF.INTEGRA.FTPS
P.JW.GR.WEF.INTEGRA.MT950SPLITTER.EXE;P.FT.GR.WEF.TO.ANEMOSRESAE
P.JW.GR.WEF.INTEGRA.MT950SPLITTER.EXE;P.FT.GR.WEF.TO.DEHANANEOSIMESAE
P.JW.GR.WEF.INTEGRA.MT950SPLITTER.EXE;P.FT.GR.WEF.TO.ELLINTECHODOM
P.JW.GR.WEF.INTEGRA.MT950SPLITTER.EXE;P.FT.GR.WEF.TO.EUOIKOSAE
P.JW.GR.WEF.INTEGRA.MT950SPLITTER.EXE;P.FT.GR.WEF.TO.KARPATSAE
P.JW.GR.WEF.INTEGRA.MT950SPLITTER.EXE;P.FT.GR.WEF.TO.KELLASAE
P.JW.GR.WEF.INTEGRA.MT950SPLITTER.EXE;P.FT.GR.WEF.TO.MOTOROILRENEW
